root_x,root_y,root_z,lhipjoint_x,lhipjoint_y,lhipjoint_z,lfemur_x,lfemur_y,lfemur_z,ltibia_x,ltibia_y,ltibia_z,lfoot_x,lfoot_y,lfoot_z,ltoes_x,ltoes_y,ltoes_z,rhipjoint_x,rhipjoint_y,rhipjoint_z,rfemur_x,rfemur_y,rfemur_z,rtibia_x,rtibia_y,rtibia_z,rfoot_x,rfoot_y,rfoot_z,rtoes_x,rtoes_y,rtoes_z,lowerback_x,lowerback_y,lowerback_z,upperback_x,upperback_y,upperback_z,thorax_x,thorax_y,thorax_z,lowerneck_x,lowerneck_y,lowerneck_z,upperneck_x,upperneck_y,upperneck_z,head_x,head_y,head_z,lclavicle_x,lclavicle_y,lclavicle_z,lhumerus_x,lhumerus_y,lhumerus_z,lradius_x,lradius_y,lradius_z,lwrist_x,lwrist_y,lwrist_z,lhand_x,lhand_y,lhand_z,lfingers_x,lfingers_y,lfingers_z,lthumb_x,lthumb_y,lthumb_z,rclavicle_x,rclavicle_y,rclavicle_z,rhumerus_x,rhumerus_y,rhumerus_z,rradius_x,rradius_y,rradius_z,rwrist_x,rwrist_y,rwrist_z,rhand_x,rhand_y,rhand_z,rfingers_x,rfingers_y,rfingers_z,rthumb_x,rthumb_y,rthumb_z
0.0501492,17.0635,-27.6745,1.6477376634186731,15.186409145974313,-27.167532317419578,1.007927714584786,7.9750373347760934,-25.050498190413702,0.21890992619338123,1.320596589218452,-28.88107378192154,0.2377800588968968,0.5107193246335996,-26.85256142245436,0.2906272188595294,0.5366602920210323,-25.756961953535683,-1.4846171328286721,15.16503564708105,-27.098179031822077,-1.923449422960593,8.00362221787293,-25.153720526795734,-1.246042037314601,7.630618705840634,-32.88637110871655,-1.4992233208574532,5.641868303973818,-33.86133341107573,-1.6434453720175366,4.602577245887186,-34.24675647284078,0.1766521264997433,18.967319237954026,-27.26833295532231,0.3713257387041873,20.768852470837043,-26.514788722758976,0.5683782094008126,22.651515743569128,-25.842847678885732,0.8054298047663966,24.353244052272903,-25.47250167324658,0.9763662350585718,26.070308011204006,-25.43270764094534,1.0644754854756617,27.866873936739573,-25.4928488861709,3.858439164531655,23.746374965243728,-26.13287894230146,4.127378015096353,18.26186418856478,-26.72580672504521,3.108348575462318,19.393037770151853,-23.4782228705499,2.5988352761851656,19.958622984103968,-21.854435470513042,2.79642772672722,20.01549507281006,-21.35899564292649,2.9046325630580565,20.063425534533078,-20.943034322375365,2.5475865750581455,20.18750906436281,-21.279497266104606,-2.3431094560429324,24.48380739012093,-25.922620965872028,-3.6705104902858503,19.773395571609555,-29.123682014074515,-3.508189684379506,17.487248669412537,-26.312357325169852,-3.4270290576723377,16.34417206689216,-24.90669110534988,-3.4991754314227665,16.504096228634953,-24.280280513564005,-3.5027427504676756,16.599096174762828,-23.764505637441165,-3.122468307672087,16.500701829098865,-24.2360263628908
0.0621125,17.0272,-27.2041,1.6579419300493372,15.148416372721796,-26.697863181943426,0.9911389837170664,7.864427347674742,-24.855595183351653,0.20676325816818386,1.3281824011986618,-28.88544589890267,0.25698577006231726,0.49933273169573567,-26.86514750936346,0.3295745391906022,0.5963435996739062,-25.774678016672095,-1.4747216758164048,15.125266296249109,-26.64498520263813,-1.9541108047537272,8.08207805956077,-24.316247242646533,-1.2597016641969145,7.478656999162097,-32.03282526516241,-1.5148090131625684,5.448259208724258,-32.91723776358844,-1.6621050992315085,4.388740295248491,-33.24158383650424,0.1875347157692393,18.924421209710747,-26.76783941432411,0.37642259345902096,20.72601480140186,-26.012968157128892,0.563908364648225,22.623812080141878,-25.382119510025674,0.793967054869402,24.323608411871657,-24.998721167444796,0.967801507707586,26.0401740824978,-24.950811369884715,1.0614765906212866,27.836370817711114,-25.01351385334395,3.8532279967312895,23.72064024701303,-25.673118252070893,4.139475297317175,18.218009209103645,-26.051091880705982,3.062027217768573,19.499488289102256,-22.879074767589636,2.523304679971156,20.140226042729868,-21.29307063290229,2.7094099793110775,20.232630883185323,-20.79853651197432,2.8079855411595895,20.31025083754693,-20.384667647172733,2.4586627689042895,20.409241315371336,-20.737173688845996,-2.3515024162467313,24.446089169752163,-25.523904800849913,-3.605108415236019,19.81481232254723,-28.86703381478904,-3.5199611429130537,17.471997032753283,-26.099303938369797,-3.477387389379921,16.300586158318097,-24.71543518488734,-3.559835797574265,16.4423242800416,-24.08592455662717,-3.571971395108109,16.522220155298914,-23.567724966933813,-3.1839438219775476,16.43665462269471,-24.035415876759064
0.0709308,17.0162,-26.732,1.671931350230486,15.141958313063212,-26.225254954630724,0.9782825083222848,7.7894324268981645,-24.690886015206136,0.1968024476506285,1.3514029199654871,-28.876397340173284,0.23814319328910868,0.49327960876661914,-26.868155575933248,0.3093321940569408,0.6048668870221682,-25.77898875771797,-1.4607740483967342,15.107528774008953,-26.18184105703747,-1.9823706966540833,8.198649292420248,-23.48839415648729,-1.273079120901106,7.286196530108746,-31.173199477724285,-1.5190670916107574,5.211548875827665,-31.951086001026678,-1.6631949245691318,4.133474105723104,-32.20888204023349,0.19128384157956718,18.914543258135815,-26.29920632043444,0.37480309536040646,20.719295107379224,-25.550580805878372,0.5555774115194264,22.619608638483374,-24.925373183353578,0.7839182669209536,24.31380516334505,-24.516976992990383,0.9597107530311703,26.029844634292253,-24.458521854239255,1.0554651476240875,27.82592626055506,-24.52138059984477,3.849814162495344,23.711781041385414,-25.175372400111794,4.155394680256632,18.199988491651297,-25.350053126753867,3.0224851103228794,19.62473508492747,-22.259521034411115,2.456031904647638,20.337106395475445,-20.714259296520606,2.6260716406703617,20.462030053422616,-20.221087519547893,2.711238107600145,20.567149429133824,-19.810324783017688,2.374697734033037,20.643658091993508,-20.18042410093662,-2.3555960220588177,24.444256167713196,-25.115498181907,-3.5325186430066324,19.87474546130309,-28.56965363415647,-3.5184062484989616,17.483360344226526,-25.842486556208005,-3.511350031793644,16.287664489197525,-24.478899257876037,-3.5904645232270544,16.414449806770794,-23.84578201221843,-3.599595132177954,16.48245503761264,-23.325826861337767,-3.2142014885923604,16.410383008418677,-23.797949243566304
0.0785725,17.0366,-26.2472,1.6835205807183609,15.164529051608547,-25.744937890854324,0.9697154780361391,7.754673189978493,-24.528553062713904,0.19193644235934126,1.4201468216750248,-28.869782788231916,0.25153730917182443,0.5160074552692013,-26.882297089943428,0.33180320479579817,0.6322902530829939,-25.794253134336728,-1.449089831871002,15.123801760918642,-25.700143192712503,-1.9854752076714257,8.353272442714868,-22.678296333481438,-1.2826110200854375,7.09744265257295,-30.315100041853004,-1.5188564539728098,4.975073410742445,-30.955035437484856,-1.6626874125636568,3.876222653573177,-31.10103718000653,0.19242280733285733,18.933917406789227,-25.808193035574757,0.3699358594398336,20.739270312917558,-25.059568486440966,0.546247370448857,22.642682818784017,-24.442567250834202,0.7746264444815346,24.33563730464426,-24.029073639333717,0.948749889658417,26.051738207383416,-23.967509163167982,1.0414509207570295,27.847967311643174,-24.03072987200016,3.846224882434232,23.72602880305885,-24.65196122464271,4.168759299045729,18.212435646984936,-24.648500040458483,2.985625560836893,19.773506953427283,-21.643832588607218,2.3940603410380157,20.5540404305186,-20.141503051267275,2.5554618919414156,20.701340858899105,-19.651615353004807,2.6334570661506707,20.825566778436713,-19.244781099682765,2.3050325594370165,20.886815840293742,-19.624875732260573,-2.357691963365836,24.4727513734597,-24.684232953991103,-3.4625414800990715,19.958863650708714,-28.234006187843125,-3.5109591574906505,17.525454949834483,-25.54466797335139,-3.535168062931471,16.30874724497797,-24.199995158894225,-3.624321065172063,16.4206572220489,-23.56540949448045,-3.6416971907085434,16.476443957735505,-23.04421150067025,-3.2488617508611206,16.41538813503232,-23.511731815462372
0.0787538,17.0682,-25.7568,1.6893015786180334,15.198039202475545,-25.265465441793985,0.9631290643314783,7.742840497941278,-24.377907319593554,0.19585483375391488,1.4968251343925383,-28.84736169369742,0.26454592278618994,0.5278901778219519,-26.890945009467316,0.3472455986181414,0.6023625555654073,-25.799423786141574,-1.443035419089458,15.150842564439248,-25.20933448417926,-1.960274758692059,8.51645303878303,-21.896228079593882,-1.2965043390636777,6.885971715760267,-29.46543126708309,-1.5069419479078021,4.745709121514578,-30.052604541968797,-1.612007335490505,3.6733403681494075,-30.350032451113396,0.18780085563188942,18.963925284183773,-25.309768976508998,0.3607368050447798,20.769159672217423,-24.55978852572274,0.5320299103550025,22.675427237570453,-23.950232882241686,0.7618375668783406,24.368799535290776,-23.539249230840934,0.9329015037444556,26.08514374503275,-23.475915586882586,1.0200261216848243,27.881720628289166,-23.537153954587886,3.837604222597325,23.74965748656094,-24.11315548938519,4.1660448277927715,18.239136347549554,-23.939853828205912,2.93619213647046,19.936635582772915,-21.02940124028022,2.3212675052425187,20.785382834070763,-19.574179003567377,2.4770861782708558,20.95367707327968,-19.089271358825844,2.550469019441173,21.09578563371775,-18.687463504705256,2.227926921967531,21.14218767309183,-19.07463216056174,-2.3631403103395154,24.511181516320804,-24.24757528188327,-3.4012315297734084,20.045311151153918,-27.877331932357023,-3.5049038909556476,17.578188332670447,-25.220469262036055,-3.556740214459353,16.344623522535066,-23.89203426443125,-3.678637696364427,16.440195609896318,-23.26022887803555,-3.723429602666432,16.481821844198787,-22.739342729134826,-3.3067128209907115,16.428347787182048,-23.186678635191996
0.0792483,17.1138,-25.2581,1.6918737880416328,15.244680940137842,-24.76962463800641,0.9519228337586642,7.757722700188489,-24.22832752607169,0.19589579572951754,1.5896447446612818,-28.80661077649424,0.26646467107388033,0.5450360674046524,-26.889599455885104,0.3503649819742819,0.5934201173837321,-25.796702537626828,-1.4404952946609497,15.192001957643603,-24.72061312115363,-1.9108893887185876,8.691761456671419,-21.14500998511201,-1.3060179706643138,6.650505897016872,-28.618918180694624,-1.4940523012892715,4.477078790393481,-29.077871464792715,-1.5807618232876448,3.3999323241110386,-29.363727703084027,0.18971765845936056,19.00865497195818,-24.80774069290622,0.35903379138962943,20.814147585077073,-24.05755592499716,0.5188032733536105,22.721881718145994,-23.44946084090248,0.7468326444679169,24.417952511479932,-23.048742324596017,0.9139333222716095,26.13473449662353,-22.986706478249516,0.995089876024244,27.931689929282843,-23.044965563386356,3.8267302172423734,23.796181008821975,-23.553558417573324,4.153493273733719,18.292996321455277,-23.218992845457603,2.879260664461435,20.117650080940628,-20.406210330231243,2.2421461361255863,21.02997441711276,-18.999822993715636,2.392517851283046,21.22466227009174,-18.523144044183525,2.461442916333696,21.389447280293012,-18.129285348987224,2.1461147003676055,21.417316500697485,-18.524099040542822,-2.3705235155929683,24.556522230320866,-23.8048504568644,-3.340310289009409,20.139422586616796,-27.512344110492947,-3.494762375710795,17.64673189159944,-24.881944927709565,-3.5719886319729985,16.400383107952308,-23.566741710353007,-3.729745556254698,16.493547208940456,-22.942558828991903,-3.8044392952461408,16.532808679210888,-22.42492882534385,-3.362805135199134,16.47877966910383,-22.847612891884452
0.0815643,17.1805,-24.7515,1.7040746202081407,15.320784611040958,-24.259876020943558,0.9431807557658612,7.8186118005655185,-24.07679867746332,0.18738080195036455,1.7251623737858335,-28.753985928566518,0.25382394660477714,0.6163600974398791,-26.87322478514366,0.34259295397004536,0.7296038336454813,-25.78552084015606,-1.4280746375155906,15.247733799830499,-24.224977875233122,-1.8584607196459262,8.878167723197574,-20.416732770675168,-1.310970668802617,6.393296595734603,-27.75959103788454,-1.4750327202996243,4.1848552636177985,-28.015815432000448,-1.5596559042823723,3.0754538008509886,-28.123259143512495,0.19251970227541754,19.075015149057595,-24.29983242523266,0.36071109431734655,20.88057700755885,-23.54956131045573,0.5105613369420792,22.78897875738637,-22.941035955861572,0.730313737882822,24.489037542669085,-22.55278620600216,0.8945012305160934,26.206203316642434,-22.49366227493117,0.9749888107637136,28.00325975607439,-22.549691170189163,3.8201187108463794,23.86221182226189,-22.989375533998704,4.1484039710171094,18.368029421281165,-22.53118512258844,2.83482651463725,20.29929748106008,-19.809146638314495,2.1780396175956542,21.264928818755607,-18.448131190777318,2.3218317054309434,21.484280808561056,-17.980214132113755,2.3853770010166855,21.670000936470313,-17.594857848320054,2.0776607517513783,21.679079970964345,-17.99649847229043,-2.3716525726911013,24.624024086243846,-23.348305524484807,-3.272543707637556,20.258683004808326,-27.133666438018185,-3.4723397235347857,17.744451804129792,-24.526928010314673,-3.5722380069006388,16.487332737958962,-23.223555203113936,-3.7514424879280996,16.581727834703354,-22.605375305392975,-3.8438485474573674,16.622173529740177,-22.09070385263475,-3.3879108783756977,16.56828366688389,-22.497937900074074
0.074866,17.2544,-24.2367,1.7153241471703127,15.408563126007753,-23.752387594739346,0.9493888327384592,7.9067473407518145,-23.92895679666782,0.1984427384361932,1.8764843974524856,-28.688100508189308,0.24358958600407898,0.6913671741036806,-26.853821743337168,0.328879317302489,0.8322159054206234,-25.769067739416716,-1.4158779957988679,15.309739823484788,-23.700230438034616,-1.8023984524426433,9.05098740720467,-19.70799358521917,-1.3184141137739502,6.116680439336351,-26.88765229482643,-1.4628763402253067,3.892434487185713,-26.928161846213015,-1.5443381152069005,2.780285851360471,-26.850920464500213,0.18559843401227175,19.149202221423675,-23.786183386383282,0.35473231313080245,20.95692570004078,-23.04134899493045,0.4958217130353507,22.86937837698325,-22.443541349584926,0.7099500284522478,24.56912084367073,-22.05079019315387,0.8717365040829081,26.28635473084406,-21.987194750592572,0.9506002624083925,28.083524992015462,-22.041865530408703,3.8069084131982516,23.938971698935966,-22.440235724165763,4.138189594524695,18.452794314620938,-21.896305207344618,2.7863812895387143,20.4734545101319,-19.259200309289074,2.1104790214891205,21.483781791077725,-17.94065153646266,2.2452681210911694,21.712872652538696,-17.474725459098945,2.3013567032943354,21.90604886184248,-17.091885467631936,1.999422121916285,21.904834897407866,-17.497989303265754,-2.3766159481463798,24.704388716954934,-22.914981500816257,-3.2142367125856937,20.38394514133756,-26.765815644853973,-3.456898908186561,17.849466246173705,-24.182427559858773,-3.5782303404944162,16.582223304849233,-22.890729956200154,-3.767969677341666,16.66909776247284,-22.274594517419548,-3.8690884923629985,16.7033722085735,-21.761114541215825,-3.4062735027619118,16.654955969684533,-22.161215858256945
0.0603139,17.3258,-23.7165,1.706114631320899,15.480710966715327,-23.24771261116311,0.9572977634300052,7.993907178642559,-23.77885854416078,0.22844596847654297,2.0187587318316202,-28.610402414225234,0.22737861234527576,0.7399505362789849,-26.839592396789968,0.29617488940925585,0.8515637929318426,-25.750274488371364,-1.424542868208769,15.378241262513752,-23.174249323656063,-1.7385853285175905,9.220730207548861,-19.021446667403005,-1.319249342633408,5.822409264369645,-25.99765405439263,-1.4320654889731603,3.6008044500309726,-25.850940113965663,-1.496263597081244,2.498293312663128,-25.678242010631532,0.17620391121527723,19.221387047097483,-23.270605840388306,0.34560382918370014,21.03223245930904,-22.53345505814307,0.4757472250798235,22.94755605437824,-21.942393586027688,0.6877958659501602,24.649428736999113,-21.55782420937905,0.8444740791360748,26.367040145158697,-21.49168454396648,0.9160489818810901,28.164693469583522,-21.540149919888044,3.785680028488395,24.019445804686043,-21.890114167267974,4.116851775961563,18.54375622104281,-21.249100300291172,2.7272246209929047,20.650439313135905,-18.700453937579628,2.0324129806727296,21.703777922454048,-17.426134309113007,2.1590847337798653,21.945750229399618,-16.96446180248065,2.2084960312011113,22.149323648749405,-16.586115634821475,1.913073296188117,22.13618430756254,-16.99677203338727,-2.389750562827003,24.778352909269465,-22.469197330312657,-3.165571500758968,20.500477720296914,-26.38003491065775,-3.4505364267624077,17.946358265146916,-23.820419508166168,-3.5930192825850704,16.669295016755285,-22.540608278529536,-3.7886826047870246,16.75350500758119,-21.925957476816894,-3.8945099592852133,16.785904948255638,-21.41330530111371,-3.4279165367848528,16.74127494133083,-21.80943799230188
0.0456615,17.4189,-23.1824,1.6809028096135903,15.56382775689669,-22.716065317505585,0.9599494554805401,8.106928888534966,-23.593538504029606,0.26858195650928396,2.1816137366884414,-28.49150659309018,0.1885542586100069,0.8061679221842377,-26.796554075453592,0.2218960812095516,0.8296769434409738,-25.70013280550974,-1.4504818691373995,15.475474637907155,-22.656592682619994,-1.6707989030351025,9.407522599782624,-18.368148509231588,-1.3159236206561817,5.528335989930028,-25.09257206728423,-1.3920736378608665,3.3228159510063535,-24.77687767856444,-1.4338898398880828,2.2269018818118678,-24.560774466673447,0.16555622530208128,19.31742186198214,-22.75026304969413,0.3362019803601015,21.128906337680256,-22.0149721307474,0.4687546160959014,23.03651732410567,-21.399987932274026,0.669390908979412,24.74747215311734,-21.05126524809407,0.818626123084687,26.46618003491351,-20.997566689541294,0.8874802968456691,28.264076164606966,-21.040670561418356,3.7814935890184525,24.0977274373181,-21.31674413120385,4.119520690818163,18.637428788042904,-20.558703063996802,2.69142238206465,20.826054911020055,-18.102033269975358,1.9773752184820936,21.920364921549172,-16.87370179763759,2.0913545258650283,22.187383675297617,-16.422650208150163,2.130425145306063,22.41173130440583,-16.054994031850867,1.847687869420661,22.37685152903747,-16.473239096916156,-2.3884236436409587,24.882186784740757,-21.920039386975592,-3.0984315970242085,20.639226494298992,-25.881092469158016,-3.419999116396566,18.06801170985337,-23.343020155051704,-3.580783319359767,16.782400773248302,-22.07398049930452,-3.7884865915549493,16.864869662840388,-21.463055545464144,-3.904295717612811,16.895922893748228,-20.952481964536872,-3.4300265163980126,16.853040787910462,-21.339587969138133
